"DTI_CL_INDICADOR","Indicador","DTI_CL_TRIMESTRE_MOVIL","Trimestre Móvil","DTI_CL_REGION","Región","DTI_CL_SEXO","Sexo","Value","Flag Codes","Flags"
"ENE_TP","Tasa de participación (proyecciones base 2002)","2010-V03","2010 feb-abr","CHL06","Región del Libertador Gral. Bernardo O'Higgins","M","Hombres",71.132859091,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2010-V03","2010 feb-abr","CHL06","Región del Libertador Gral. Bernardo O'Higgins","F","Mujeres",41.16602574,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2010-V03","2010 feb-abr","CHL07","Región del Maule","_T","Ambos sexos",52.888510399,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2010-V03","2010 feb-abr","CHL07","Región del Maule","M","Hombres",68.362822732,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2010-V03","2010 feb-abr","CHL07","Región del Maule","F","Mujeres",37.738866432,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2010-V03","2010 feb-abr","CHL16","Región de Ñuble","_T","Ambos sexos",49.916284404,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2010-V03","2010 feb-abr","CHL16","Región de Ñuble","M","Hombres",65.127141879,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2010-V03","2010 feb-abr","CHL16","Región de Ñuble","F","Mujeres",35.230019361,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2010-V03","2010 feb-abr","CHL08","Región del Biobío","_T","Ambos sexos",53.306627806,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2010-V03","2010 feb-abr","CHL08","Región del Biobío","M","Hombres",69.151428588,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2010-V03","2010 feb-abr","CHL08","Región del Biobío","F","Mujeres",38.225287603,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2010-V03","2010 feb-abr","CHL09","Región de La Araucanía","_T","Ambos sexos",56.805995405,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2010-V03","2010 feb-abr","CHL09","Región de La Araucanía","M","Hombres",71.669046219,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2010-V03","2010 feb-abr","CHL09","Región de La Araucanía","F","Mujeres",42.476428949,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2010-V03","2010 feb-abr","CHL14","Región de Los Ríos","_T","Ambos sexos",52.505249279,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2010-V03","2010 feb-abr","CHL14","Región de Los Ríos","M","Hombres",64.963042015,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2010-V03","2010 feb-abr","CHL14","Región de Los Ríos","F","Mujeres",40.237388825,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2010-V03","2010 feb-abr","CHL10","Región de Los Lagos","_T","Ambos sexos",57.577598817,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2010-V03","2010 feb-abr","CHL10","Región de Los Lagos","M","Hombres",71.941478513,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2010-V03","2010 feb-abr","CHL10","Región de Los Lagos","F","Mujeres",42.782204713,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2010-V03","2010 feb-abr","CHL11","Región de Aysén del Gral. Carlos Ibáñez del Campo","_T","Ambos sexos",61.804957058,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2010-V03","2010 feb-abr","CHL11","Región de Aysén del Gral. Carlos Ibáñez del Campo","M","Hombres",74.466394524,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2010-V03","2010 feb-abr","CHL11","Región de Aysén del Gral. Carlos Ibáñez del Campo","F","Mujeres",47.326735657,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2010-V03","2010 feb-abr","CHL12","Región de Magallanes y La Antártica Chilena","_T","Ambos sexos",56.345449528,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2010-V03","2010 feb-abr","CHL12","Región de Magallanes y La Antártica Chilena","M","Hombres",71.823370478,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2010-V03","2010 feb-abr","CHL12","Región de Magallanes y La Antártica Chilena","F","Mujeres",38.831801546,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2010-V04","2010 mar-may","_T","Total país","_T","Ambos sexos",57.778201644,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2010-V04","2010 mar-may","_T","Total país","M","Hombres",71.599694567,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2010-V04","2010 mar-may","_T","Total país","F","Mujeres",44.451284481,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2010-V04","2010 mar-may","CHL15","Región de Arica y Parinacota","_T","Ambos sexos",61.701796386,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2010-V04","2010 mar-may","CHL15","Región de Arica y Parinacota","M","Hombres",72.394862592,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2010-V04","2010 mar-may","CHL15","Región de Arica y Parinacota","F","Mujeres",51.894590147,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2010-V04","2010 mar-may","CHL01","Región de Tarapacá","_T","Ambos sexos",66.540596627,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2010-V04","2010 mar-may","CHL01","Región de Tarapacá","M","Hombres",76.436337012,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2010-V04","2010 mar-may","CHL01","Región de Tarapacá","F","Mujeres",55.714596262,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2010-V04","2010 mar-may","CHL02","Región de Antofagasta","_T","Ambos sexos",62.130746937,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2010-V04","2010 mar-may","CHL02","Región de Antofagasta","M","Hombres",76.436691998,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2010-V04","2010 mar-may","CHL02","Región de Antofagasta","F","Mujeres",46.376621982,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2010-V04","2010 mar-may","CHL03","Región de Atacama","_T","Ambos sexos",59.935804147,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2010-V04","2010 mar-may","CHL03","Región de Atacama","M","Hombres",75.851512445,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2010-V04","2010 mar-may","CHL03","Región de Atacama","F","Mujeres",43.307654385,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2010-V04","2010 mar-may","CHL04","Región de Coquimbo","_T","Ambos sexos",54.726675606,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2010-V04","2010 mar-may","CHL04","Región de Coquimbo","M","Hombres",70.465228882,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2010-V04","2010 mar-may","CHL04","Región de Coquimbo","F","Mujeres",39.57545259,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2010-V04","2010 mar-may","CHL05","Región de Valparaíso","_T","Ambos sexos",56.572140367,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2010-V04","2010 mar-may","CHL05","Región de Valparaíso","M","Hombres",70.007646647,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2010-V04","2010 mar-may","CHL05","Región de Valparaíso","F","Mujeres",43.805043108,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2010-V04","2010 mar-may","CHL13","Región Metropolitana de Santiago","_T","Ambos sexos",60.686298908,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2010-V04","2010 mar-may","CHL13","Región Metropolitana de Santiago","M","Hombres",73.492584578,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2010-V04","2010 mar-may","CHL13","Región Metropolitana de Santiago","F","Mujeres",48.763118775,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2010-V04","2010 mar-may","CHL06","Región del Libertador Gral. Bernardo O'Higgins","_T","Ambos sexos",55.377620944,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2010-V04","2010 mar-may","CHL06","Región del Libertador Gral. Bernardo O'Higgins","M","Hombres",70.844130571,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2010-V04","2010 mar-may","CHL06","Región del Libertador Gral. Bernardo O'Higgins","F","Mujeres",39.724268986,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2010-V04","2010 mar-may","CHL07","Región del Maule","_T","Ambos sexos",51.172602558,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2010-V04","2010 mar-may","CHL07","Región del Maule","M","Hombres",67.267547698,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2010-V04","2010 mar-may","CHL07","Región del Maule","F","Mujeres",35.416294603,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2010-V04","2010 mar-may","CHL16","Región de Ñuble","_T","Ambos sexos",49.979492,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2010-V04","2010 mar-may","CHL16","Región de Ñuble","M","Hombres",64.402480597,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2010-V04","2010 mar-may","CHL16","Región de Ñuble","F","Mujeres",36.053395225,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2010-V04","2010 mar-may","CHL08","Región del Biobío","_T","Ambos sexos",52.901184705,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2010-V04","2010 mar-may","CHL08","Región del Biobío","M","Hombres",67.600568888,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2010-V04","2010 mar-may","CHL08","Región del Biobío","F","Mujeres",38.910192684,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2010-V04","2010 mar-may","CHL09","Región de La Araucanía","_T","Ambos sexos",56.440460053,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2010-V04","2010 mar-may","CHL09","Región de La Araucanía","M","Hombres",71.812912618,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2010-V04","2010 mar-may","CHL09","Región de La Araucanía","F","Mujeres",41.620182427,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2010-V04","2010 mar-may","CHL14","Región de Los Ríos","_T","Ambos sexos",52.392454277,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2010-V04","2010 mar-may","CHL14","Región de Los Ríos","M","Hombres",65.303485803,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2010-V04","2010 mar-may","CHL14","Región de Los Ríos","F","Mujeres",39.679281632,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2010-V04","2010 mar-may","CHL10","Región de Los Lagos","_T","Ambos sexos",58.632605825,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2010-V04","2010 mar-may","CHL10","Región de Los Lagos","M","Hombres",73.357810693,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2010-V04","2010 mar-may","CHL10","Región de Los Lagos","F","Mujeres",43.463413633,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2010-V04","2010 mar-may","CHL11","Región de Aysén del Gral. Carlos Ibáñez del Campo","_T","Ambos sexos",63.173516503,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2010-V04","2010 mar-may","CHL11","Región de Aysén del Gral. Carlos Ibáñez del Campo","M","Hombres",74.855836356,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2010-V04","2010 mar-may","CHL11","Región de Aysén del Gral. Carlos Ibáñez del Campo","F","Mujeres",49.817057005,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2010-V04","2010 mar-may","CHL12","Región de Magallanes y La Antártica Chilena","_T","Ambos sexos",57.45797703,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2010-V04","2010 mar-may","CHL12","Región de Magallanes y La Antártica Chilena","M","Hombres",71.62506942,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2010-V04","2010 mar-may","CHL12","Región de Magallanes y La Antártica Chilena","F","Mujeres",41.429026132,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2010-V05","2010 abr-jun","_T","Total país","_T","Ambos sexos",57.973435264,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2010-V05","2010 abr-jun","_T","Total país","M","Hombres",71.784673985,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2010-V05","2010 abr-jun","_T","Total país","F","Mujeres",44.655913108,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2010-V05","2010 abr-jun","CHL15","Región de Arica y Parinacota","_T","Ambos sexos",61.547256217,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2010-V05","2010 abr-jun","CHL15","Región de Arica y Parinacota","M","Hombres",72.7015872,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2010-V05","2010 abr-jun","CHL15","Región de Arica y Parinacota","F","Mujeres",51.323853906,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2010-V05","2010 abr-jun","CHL01","Región de Tarapacá","_T","Ambos sexos",65.300309754,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2010-V05","2010 abr-jun","CHL01","Región de Tarapacá","M","Hombres",75.945597354,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2010-V05","2010 abr-jun","CHL01","Región de Tarapacá","F","Mujeres",53.653067299,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2010-V05","2010 abr-jun","CHL02","Región de Antofagasta","_T","Ambos sexos",62.840772088,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2010-V05","2010 abr-jun","CHL02","Región de Antofagasta","M","Hombres",77.686547647,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2010-V05","2010 abr-jun","CHL02","Región de Antofagasta","F","Mujeres",46.49286504,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2010-V05","2010 abr-jun","CHL03","Región de Atacama","_T","Ambos sexos",59.505616514,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2010-V05","2010 abr-jun","CHL03","Región de Atacama","M","Hombres",76.075024831,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2010-V05","2010 abr-jun","CHL03","Región de Atacama","F","Mujeres",42.195261957,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2010-V05","2010 abr-jun","CHL04","Región de Coquimbo","_T","Ambos sexos",55.590300314,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2010-V05","2010 abr-jun","CHL04","Región de Coquimbo","M","Hombres",70.824438328,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2010-V05","2010 abr-jun","CHL04","Región de Coquimbo","F","Mujeres",40.924263453,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2010-V05","2010 abr-jun","CHL05","Región de Valparaíso","_T","Ambos sexos",57.328324738,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2010-V05","2010 abr-jun","CHL05","Región de Valparaíso","M","Hombres",71.075319599,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2010-V05","2010 abr-jun","CHL05","Región de Valparaíso","F","Mujeres",44.26408732,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2010-V05","2010 abr-jun","CHL13","Región Metropolitana de Santiago","_T","Ambos sexos",60.607583433,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2010-V05","2010 abr-jun","CHL13","Región Metropolitana de Santiago","M","Hombres",73.251968539,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2010-V05","2010 abr-jun","CHL13","Región Metropolitana de Santiago","F","Mujeres",48.834230056,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2010-V05","2010 abr-jun","CHL06","Región del Libertador Gral. Bernardo O'Higgins","_T","Ambos sexos",54.668944194,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2010-V05","2010 abr-jun","CHL06","Región del Libertador Gral. Bernardo O'Higgins","M","Hombres",70.749086899,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2010-V05","2010 abr-jun","CHL06","Región del Libertador Gral. Bernardo O'Higgins","F","Mujeres",38.394491549,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2010-V05","2010 abr-jun","CHL07","Región del Maule","_T","Ambos sexos",51.005231052,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2010-V05","2010 abr-jun","CHL07","Región del Maule","M","Hombres",67.347489112,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2010-V05","2010 abr-jun","CHL07","Región del Maule","F","Mujeres",35.007980865,,
"ENE_TP","Tasa de participación (proyecciones base 2002)","2010-V05","2010 abr-jun","CHL16","Región de Ñuble","_T","Ambos sexos",51.915851008,,
